CODE_MUNI_7,YEAR,CASES
2705903,2023,0
2705903,2024,0
2706000,2010,33
2706000,2011,1
2706000,2012,83
2706000,2013,28
2706000,2014,12
2706000,2015,286
2706000,2016,220
2706000,2017,3
2706000,2018,0
2706000,2019,14
2706000,2020,6
2706000,2021,0
2706000,2022,63
2706000,2023,0
2706000,2024,3
2706109,2010,20
2706109,2011,6
2706109,2012,0
2706109,2013,0
2706109,2014,34
2706109,2015,533
2706109,2016,24
2706109,2017,8
2706109,2018,0
2706109,2019,0
2706109,2020,8
2706109,2021,2
2706109,2022,11
2706109,2023,10
2706109,2024,6
2706208,2010,2
2706208,2011,0
2706208,2012,52
2706208,2013,0
2706208,2014,12
2706208,2015,16
2706208,2016,2
2706208,2017,0
2706208,2018,2
2706208,2019,172
2706208,2020,0
2706208,2021,1
2706208,2022,5
2706208,2023,0
2706208,2024,34
2706307,2010,7274
2706307,2011,1557
2706307,2012,1786
2706307,2013,795
2706307,2014,416
2706307,2015,2162
2706307,2016,614
2706307,2017,107
2706307,2018,71
2706307,2019,390
2706307,2020,81
2706307,2021,28
2706307,2022,1267
2706307,2023,85
2706307,2024,1598
2706406,2010,23
2706406,2011,4
2706406,2012,22
2706406,2013,17
2706406,2014,38
2706406,2015,125
2706406,2016,57
2706406,2017,9
2706406,2018,0
2706406,2019,79
2706406,2020,9
2706406,2021,1
2706406,2022,9
2706406,2023,0
2706406,2024,477
2706422,2010,34
2706422,2011,5
2706422,2012,27
2706422,2013,37
2706422,2014,22
2706422,2015,106
2706422,2016,106
2706422,2017,6
2706422,2018,8
2706422,2019,7
2706422,2020,9
2706422,2021,3
2706422,2022,8
2706422,2023,1
2706422,2024,40
2706448,2010,35
2706448,2011,74
2706448,2012,181
2706448,2013,27
2706448,2014,22
2706448,2015,21
2706448,2016,23
2706448,2017,7
2706448,2018,10
2706448,2019,96
2706448,2020,17
2706448,2021,24
2706448,2022,16
2706448,2023,1
2706448,2024,23
2706505,2010,9
2706505,2011,2
2706505,2012,17
2706505,2013,13
2706505,2014,2
2706505,2015,6
2706505,2016,0
2706505,2017,0
2706505,2018,1
2706505,2019,1
2706505,2020,0
2706505,2021,0
2706505,2022,13
2706505,2023,0
2706505,2024,3
2706604,2010,10
2706604,2011,7
2706604,2012,40
2706604,2013,10
2706604,2014,1
2706604,2015,1
2706604,2016,0
2706604,2017,0
2706604,2018,0
2706604,2019,36
2706604,2020,49
2706604,2021,2
2706604,2022,44
2706604,2023,0
2706604,2024,5
2706703,2010,820
2706703,2011,492
2706703,2012,1366
2706703,2013,916
2706703,2014,1533
2706703,2015,1348
2706703,2016,1102
2706703,2017,78
2706703,2018,14
2706703,2019,2058
2706703,2020,148
2706703,2021,410
2706703,2022,304
2706703,2023,8
2706703,2024,84
2706802,2010,63
2706802,2011,9
2706802,2012,217
2706802,2013,90
2706802,2014,43
2706802,2015,108
2706802,2016,78
2706802,2017,6
2706802,2018,4
2706802,2019,152
2706802,2020,33
2706802,2021,69
2706802,2022,58
2706802,2023,5
2706802,2024,28
2706901,2010,357
2706901,2011,75
2706901,2012,731
2706901,2013,89
2706901,2014,116
2706901,2015,207
2706901,2016,117
2706901,2017,25
2706901,2018,15
2706901,2019,135
2706901,2020,70
2706901,2021,132
2706901,2022,337
2706901,2023,10
2706901,2024,324
2707008,2010,5
2707008,2011,1
2707008,2012,3
2707008,2013,1
2707008,2014,1
2707008,2015,0
2707008,2016,0
2707008,2017,0
2707008,2018,1
2707008,2019,4
2707008,2020,5
2707008,2021,0
2707008,2022,4
2707008,2023,0
2707008,2024,0
2707107,2010,125
2707107,2011,13
2707107,2012,28
2707107,2013,17
2707107,2014,33
2707107,2015,65
2707107,2016,8
2707107,2017,0
2707107,2018,0
2707107,2019,39
2707107,2020,1
2707107,2021,0
2707107,2022,51
2707107,2023,22
2707107,2024,26
2707206,2010,48
2707206,2011,7
2707206,2012,38
2707206,2013,15
2707206,2014,4
2707206,2015,125
2707206,2016,86
2707206,2017,10
2707206,2018,12
2707206,2019,9
2707206,2020,51
2707206,2021,0
2707206,2022,4
2707206,2023,1
2707206,2024,12
2707305,2010,144
2707305,2011,225
2707305,2012,229
2707305,2013,48
2707305,2014,32
2707305,2015,92
2707305,2016,25
2707305,2017,11
2707305,2018,2
2707305,2019,297
2707305,2020,37
2707305,2021,28
2707305,2022,149
2707305,2023,81
2707305,2024,168
2707404,2010,0
2707404,2011,0
2707404,2012,2
2707404,2013,2
2707404,2014,0
2707404,2015,5
2707404,2016,0
2707404,2017,2
2707404,2018,4
2707404,2019,10
2707404,2020,1
2707404,2021,0
2707404,2022,34
2707404,2023,0
2707404,2024,23
2707503,2010,0
2707503,2011,2
2707503,2012,0
2707503,2013,0
2707503,2014,0
2707503,2015,24
2707503,2016,6
2707503,2017,5
2707503,2018,5
2707503,2019,21
2707503,2020,3
2707503,2021,0
2707503,2022,14
2707503,2023,27
2707503,2024,15
2707602,2010,30
2707602,2011,15
2707602,2012,6
2707602,2013,15
2707602,2014,0
2707602,2015,0
2707602,2016,0
2707602,2017,3
2707602,2018,1
2707602,2019,130
2707602,2020,41
2707602,2021,22
2707602,2022,245
2707602,2023,3
2707602,2024,43
2707701,2010,2934
2707701,2011,471
2707701,2012,1267
2707701,2013,256
2707701,2014,633
2707701,2015,330
2707701,2016,1297
2707701,2017,103
2707701,2018,60
2707701,2019,421
2707701,2020,62
2707701,2021,137
2707701,2022,998
2707701,2023,0
2707701,2024,86
2707800,2010,22
2707800,2011,7
2707800,2012,25
2707800,2013,3
2707800,2014,1
2707800,2015,14
2707800,2016,140
2707800,2017,0
2707800,2018,0
2707800,2019,0
2707800,2020,0
2707800,2021,1
2707800,2022,16
2707800,2023,0
2707800,2024,75
2707909,2010,36
2707909,2011,8
2707909,2012,22
2707909,2013,7
2707909,2014,21
2707909,2015,0
2707909,2016,1
2707909,2017,1
2707909,2018,0
2707909,2019,69
2707909,2020,5
2707909,2021,6
2707909,2022,254
2707909,2023,15
2707909,2024,50
2708006,2010,1630
2708006,2011,153
2708006,2012,1181
2708006,2013,891
2708006,2014,735
2708006,2015,1277
2708006,2016,1644
2708006,2017,145
2708006,2018,171
2708006,2019,102
2708006,2020,19
2708006,2021,6
2708006,2022,259
2708006,2023,24
2708006,2024,1177
2708105,2010,31
2708105,2011,4
2708105,2012,5
2708105,2013,10
2708105,2014,8
2708105,2015,24
2708105,2016,2
2708105,2017,0
2708105,2018,0
2708105,2019,267
2708105,2020,1
2708105,2021,5
2708105,2022,12
2708105,2023,42
2708105,2024,188
2708204,2010,4
2708204,2011,12
2708204,2012,4
2708204,2013,0
2708204,2014,1
2708204,2015,2
2708204,2016,1
2708204,2017,0
2708204,2018,0
2708204,2019,52
2708204,2020,0
2708204,2021,0
2708204,2022,0
2708204,2023,0
2708204,2024,5
2708303,2010,42
2708303,2011,26
2708303,2012,9
2708303,2013,18
2708303,2014,4
2708303,2015,0
2708303,2016,22
2708303,2017,4
2708303,2018,16
2708303,2019,9
2708303,2020,6
2708303,2021,44
2708303,2022,177
2708303,2023,104
2708303,2024,243
2708402,2010,199
2708402,2011,31
2708402,2012,75
2708402,2013,6
2708402,2014,8
2708402,2015,122
2708402,2016,8
2708402,2017,0
2708402,2018,2
2708402,2019,26
2708402,2020,23
2708402,2021,7
2708402,2022,14
2708402,2023,5
2708402,2024,79
2708501,2010,308
2708501,2011,59
2708501,2012,29
2708501,2013,160
2708501,2014,12
2708501,2015,27
2708501,2016,4
2708501,2017,10
2708501,2018,6
2708501,2019,44
2708501,2020,10
2708501,2021,37
2708501,2022,300
2708501,2023,0
2708501,2024,18
2708600,2010,475
2708600,2011,78
2708600,2012,764
2708600,2013,70
2708600,2014,99
2708600,2015,156
2708600,2016,85
2708600,2017,9
2708600,2018,9
2708600,2019,184
2708600,2020,63
2708600,2021,513
2708600,2022,1471
2708600,2023,263
2708600,2024,407
2708709,2010,19
2708709,2011,3
2708709,2012,13
2708709,2013,33
2708709,2014,8
2708709,2015,0
2708709,2016,31
2708709,2017,1
2708709,2018,0
2708709,2019,14
2708709,2020,0
2708709,2021,0
2708709,2022,73
2708709,2023,1
2708709,2024,0
2708808,2010,270
2708808,2011,26
2708808,2012,61
2708808,2013,196
2708808,2014,322
2708808,2015,549
2708808,2016,212
2708808,2017,1
2708808,2018,3
2708808,2019,694
2708808,2020,139
2708808,2021,15
2708808,2022,23
2708808,2023,11
2708808,2024,44
2708907,2010,159
2708907,2011,36
2708907,2012,59
2708907,2013,35
2708907,2014,119
2708907,2015,60
2708907,2016,43
2708907,2017,1
2708907,2018,2
2708907,2019,102
2708907,2020,4
2708907,2021,11
2708907,2022,197
2708907,2023,2
2708907,2024,37
2708956,2010,64
2708956,2011,24
2708956,2012,90
2708956,2013,7
2708956,2014,12
2708956,2015,303
2708956,2016,4
2708956,2017,4
2708956,2018,1
2708956,2019,10
2708956,2020,25
2708956,2021,10
2708956,2022,59
2708956,2023,3
2708956,2024,71
2709004,2010,4
2709004,2011,1
2709004,2012,14
2709004,2013,4
2709004,2014,3
2709004,2015,4
2709004,2016,18
2709004,2017,0
2709004,2018,0
2709004,2019,10
2709004,2020,2
2709004,2021,0
2709004,2022,0
2709004,2023,0
2709004,2024,0
2709103,2010,36
2709103,2011,23
2709103,2012,37
2709103,2013,33
2709103,2014,45
2709103,2015,86
2709103,2016,97
2709103,2017,15
2709103,2018,1
2709103,2019,144
2709103,2020,3
2709103,2021,14
2709103,2022,422
2709103,2023,8
2709103,2024,68
2709152,2010,505
2709152,2011,211
2709152,2012,137
2709152,2013,54
2709152,2014,62
2709152,2015,622
2709152,2016,451
2709152,2017,21
2709152,2018,34
2709152,2019,162
2709152,2020,35
2709152,2021,37
2709152,2022,407
2709152,2023,21
2709152,2024,58
2709202,2010,40
2709202,2011,0
2709202,2012,3
2709202,2013,1
2709202,2014,10
2709202,2015,119
2709202,2016,288
2709202,2017,49
2709202,2018,8
2709202,2019,315
2709202,2020,7
2709202,2021,6
2709202,2022,50
2709202,2023,78
2709202,2024,47
2709301,2010,363
2709301,2011,110
2709301,2012,567
2709301,2013,865
2709301,2014,393
2709301,2015,552
2709301,2016,634
2709301,2017,45
2709301,2018,186
2709301,2019,486
2709301,2020,84
2709301,2021,1764
2709301,2022,4922
2709301,2023,1669
2709301,2024,939
2709400,2010,16
2709400,2011,27
2709400,2012,45
2709400,2013,9
2709400,2014,154
2709400,2015,177
2709400,2016,47
2709400,2017,5
2709400,2018,7
2709400,2019,351
2709400,2020,141
2709400,2021,119
2709400,2022,502
2709400,2023,53
2709400,2024,602
2800100,2010,0
2800100,2011,0
2800100,2012,0
2800100,2013,0
2800100,2014,0
2800100,2015,0
2800100,2016,0
2800100,2017,0
2800100,2018,0
2800100,2019,0
2800100,2020,0
2800100,2021,0
2800100,2022,0
2800100,2023,0
2800100,2024,0
2800209,2010,14
2800209,2011,14
2800209,2012,41
2800209,2013,25
2800209,2014,26
2800209,2015,129
2800209,2016,19
2800209,2017,0
2800209,2018,0
2800209,2019,23
2800209,2020,37
2800209,2021,25
2800209,2022,3
2800209,2023,5
2800209,2024,0
2800308,2010,1165
2800308,2011,3934
2800308,2012,6590
2800308,2013,1551
2800308,2014,2410
2800308,2015,5742
2800308,2016,2268
2800308,2017,580
2800308,2018,424
2800308,2019,4494
2800308,2020,1795
2800308,2021,460
2800308,2022,6106
2800308,2023,4214
2800308,2024,5560
2800407,2010,1
2800407,2011,15
2800407,2012,40
2800407,2013,0
2800407,2014,9
2800407,2015,7
2800407,2016,11
2800407,2017,1
2800407,2018,0
2800407,2019,91
2800407,2020,7
2800407,2021,72
2800407,2022,107
2800407,2023,64
2800407,2024,28
2800506,2010,4
2800506,2011,21
2800506,2012,27
2800506,2013,11
2800506,2014,5
2800506,2015,49
2800506,2016,27
2800506,2017,0
2800506,2018,0
2800506,2019,9
2800506,2020,3
2800506,2021,5
2800506,2022,130
2800506,2023,78
2800506,2024,74
2800605,2010,30
2800605,2011,131
2800605,2012,283
2800605,2013,104
2800605,2014,204
2800605,2015,238
2800605,2016,135
2800605,2017,14
2800605,2018,1
2800605,2019,190
2800605,2020,174
2800605,2021,38
2800605,2022,364
2800605,2023,176
2800605,2024,174
2800670,2010,13
2800670,2011,55
2800670,2012,92
2800670,2013,9
2800670,2014,34
2800670,2015,48
2800670,2016,98
2800670,2017,1
2800670,2018,2
2800670,2019,60
2800670,2020,19
2800670,2021,161
2800670,2022,47
2800670,2023,91
2800670,2024,29
2800704,2010,4
2800704,2011,37
2800704,2012,14
2800704,2013,0
2800704,2014,0
2800704,2015,0
2800704,2016,0
2800704,2017,0
2800704,2018,0
2800704,2019,88
2800704,2020,0
2800704,2021,0
2800704,2022,3
2800704,2023,1
2800704,2024,6
2801009,2010,18
2801009,2011,14
2801009,2012,28
2801009,2013,1
2801009,2014,5
2801009,2015,7
2801009,2016,31
2801009,2017,0
2801009,2018,0
2801009,2019,17
2801009,2020,39
2801009,2021,1
2801009,2022,70
2801009,2023,24
2801009,2024,2
2801108,2010,8
2801108,2011,15
2801108,2012,3
2801108,2013,11
2801108,2014,4
2801108,2015,0
2801108,2016,1
2801108,2017,0
2801108,2018,0
2801108,2019,23
2801108,2020,0
2801108,2021,2
2801108,2022,0
2801108,2023,11
2801108,2024,0
2801207,2010,26
2801207,2011,48
2801207,2012,41
2801207,2013,30
2801207,2014,39
2801207,2015,196
2801207,2016,22
2801207,2017,0
2801207,2018,0
2801207,2019,61
2801207,2020,14
2801207,2021,7
2801207,2022,82
2801207,2023,21
2801207,2024,42
2801306,2010,18
2801306,2011,27
2801306,2012,3
2801306,2013,0
2801306,2014,7
2801306,2015,30
2801306,2016,0
2801306,2017,8
2801306,2018,0
2801306,2019,12
2801306,2020,1
2801306,2021,32
2801306,2022,57
2801306,2023,25
2801306,2024,17
2801405,2010,57
2801405,2011,142
2801405,2012,38
2801405,2013,94
2801405,2014,1
2801405,2015,206
2801405,2016,0
2801405,2017,0
2801405,2018,0
2801405,2019,47
2801405,2020,94
2801405,2021,16
2801405,2022,64
2801405,2023,11
2801405,2024,87
2801504,2010,27
2801504,2011,43
2801504,2012,71
2801504,2013,8
2801504,2014,43
2801504,2015,63
2801504,2016,5
2801504,2017,2
2801504,2018,0
2801504,2019,53
2801504,2020,25
2801504,2021,5
2801504,2022,5
2801504,2023,45
2801504,2024,0
2801603,2010,0
2801603,2011,0
2801603,2012,3
2801603,2013,1
2801603,2014,1
2801603,2015,2
2801603,2016,0
2801603,2017,0
2801603,2018,1
2801603,2019,50
2801603,2020,13
2801603,2021,172
2801603,2022,14
2801603,2023,5
2801603,2024,8
2801702,2010,2
2801702,2011,48
2801702,2012,50
2801702,2013,7
2801702,2014,5
2801702,2015,128
2801702,2016,0
2801702,2017,0
2801702,2018,0
2801702,2019,118
2801702,2020,17
2801702,2021,0
2801702,2022,24
2801702,2023,82
2801702,2024,21
2801900,2010,2
2801900,2011,6
2801900,2012,22
2801900,2013,2
2801900,2014,0
2801900,2015,0
2801900,2016,0
2801900,2017,0
2801900,2018,0
2801900,2019,10
2801900,2020,0
2801900,2021,21
2801900,2022,75
2801900,2023,16
2801900,2024,22
2802007,2010,14
2802007,2011,41
2802007,2012,11
2802007,2013,14
2802007,2014,0
2802007,2015,0
2802007,2016,0
2802007,2017,0
2802007,2018,0
2802007,2019,10
2802007,2020,0
2802007,2021,0
2802007,2022,50
2802007,2023,0
2802007,2024,25
2802106,2010,55
2802106,2011,231
2802106,2012,979
2802106,2013,34
2802106,2014,224
2802106,2015,470
2802106,2016,619
2802106,2017,96
2802106,2018,20
2802106,2019,829
2802106,2020,606
2802106,2021,204
2802106,2022,882
2802106,2023,1181
2802106,2024,658
2802205,2010,0
2802205,2011,0
2802205,2012,0
2802205,2013,0
2802205,2014,0
2802205,2015,0
2802205,2016,0
2802205,2017,0
2802205,2018,0
2802205,2019,5
2802205,2020,0
2802205,2021,0
2802205,2022,0
2802205,2023,0
2802205,2024,0
2802304,2010,1
2802304,2011,12
2802304,2012,37
2802304,2013,0
2802304,2014,1
2802304,2015,0
2802304,2016,2
2802304,2017,0
2802304,2018,0
2802304,2019,3
2802304,2020,0
2802304,2021,2
2802304,2022,1
2802304,2023,1
2802304,2024,1
2802403,2010,10
2802403,2011,8
2802403,2012,27
2802403,2013,73
2802403,2014,34
2802403,2015,90
2802403,2016,16
2802403,2017,4
2802403,2018,5
2802403,2019,97
2802403,2020,28
2802403,2021,8
2802403,2022,23
2802403,2023,52
2802403,2024,24
2802502,2010,1
2802502,2011,2
2802502,2012,1
2802502,2013,1
2802502,2014,5
2802502,2015,20
2802502,2016,0
2802502,2017,0
2802502,2018,0
2802502,2019,20
2802502,2020,0
2802502,2021,5
2802502,2022,31
2802502,2023,15
2802502,2024,13
2802601,2010,2
2802601,2011,3
2802601,2012,2
2802601,2013,3
2802601,2014,0
2802601,2015,0
2802601,2016,1
2802601,2017,0
2802601,2018,0
2802601,2019,0
2802601,2020,0
2802601,2021,2
2802601,2022,0
2802601,2023,0
2802601,2024,2
2802700,2010,19
2802700,2011,29
2802700,2012,2
2802700,2013,10
2802700,2014,30
2802700,2015,14
2802700,2016,3
2802700,2017,3
2802700,2018,0
2802700,2019,30
2802700,2020,0
2802700,2021,2
2802700,2022,1
2802700,2023,34
2802700,2024,1
2802809,2010,0
2802809,2011,24
2802809,2012,7
2802809,2013,1
2802809,2014,4
2802809,2015,9
2802809,2016,16
2802809,2017,0
2802809,2018,0
2802809,2019,3
2802809,2020,7
2802809,2021,28
2802809,2022,17
2802809,2023,67
2802809,2024,35
2802908,2010,40
2802908,2011,248
2802908,2012,296
2802908,2013,40
2802908,2014,26
2802908,2015,2163
2802908,2016,71
2802908,2017,3
2802908,2018,4
2802908,2019,346
2802908,2020,61
2802908,2021,158
2802908,2022,105
2802908,2023,192
2802908,2024,109
2803005,2010,47
2803005,2011,207
2803005,2012,133
2803005,2013,11
2803005,2014,479
2803005,2015,1447
2803005,2016,1610
2803005,2017,13
2803005,2018,5
2803005,2019,245
2803005,2020,94
2803005,2021,237
2803005,2022,145
2803005,2023,43
2803005,2024,76
2803104,2010,2
2803104,2011,7
2803104,2012,0
2803104,2013,0
2803104,2014,0
2803104,2015,9
2803104,2016,0
2803104,2017,0
2803104,2018,0
2803104,2019,0
2803104,2020,0
2803104,2021,0
2803104,2022,0
2803104,2023,0
2803104,2024,4
2803203,2010,11
2803203,2011,8
2803203,2012,0
2803203,2013,8
2803203,2014,17
2803203,2015,111
2803203,2016,74
2803203,2017,13
2803203,2018,2
2803203,2019,151
2803203,2020,47
2803203,2021,7
2803203,2022,61
2803203,2023,55
2803203,2024,23
2803302,2010,2
2803302,2011,0
2803302,2012,0
2803302,2013,0
2803302,2014,0
2803302,2015,0
2803302,2016,0
2803302,2017,0
2803302,2018,2
2803302,2019,32
2803302,2020,15
2803302,2021,7
2803302,2022,0
2803302,2023,0
2803302,2024,9
2803401,2010,31
2803401,2011,57
2803401,2012,55
2803401,2013,2
2803401,2014,0
2803401,2015,2
2803401,2016,10
2803401,2017,2
2803401,2018,0
2803401,2019,0
2803401,2020,4
2803401,2021,3
2803401,2022,13
2803401,2023,3
2803401,2024,26
2803500,2010,9
2803500,2011,108
2803500,2012,179
2803500,2013,65
2803500,2014,41
2803500,2015,160
2803500,2016,78
2803500,2017,6
2803500,2018,2
2803500,2019,516
2803500,2020,182
2803500,2021,142
2803500,2022,426
2803500,2023,310
2803500,2024,402
2803609,2010,40
2803609,2011,57
2803609,2012,56
2803609,2013,7
2803609,2014,4
2803609,2015,150
2803609,2016,55
2803609,2017,15
2803609,2018,2
2803609,2019,53
2803609,2020,33
2803609,2021,6
2803609,2022,62
2803609,2023,10
2803609,2024,24
2803708,2010,0
2803708,2011,6
2803708,2012,8
2803708,2013,0
2803708,2014,0
2803708,2015,0
2803708,2016,24
2803708,2017,0
2803708,2018,0
2803708,2019,15
2803708,2020,7
2803708,2021,0
2803708,2022,4
2803708,2023,2
2803708,2024,0
2803807,2010,0
2803807,2011,0
2803807,2012,0
2803807,2013,0
2803807,2014,0
2803807,2015,0
2803807,2016,0
2803807,2017,0
2803807,2018,0
2803807,2019,3
2803807,2020,0
2803807,2021,69
2803807,2022,1
2803807,2023,12
2803807,2024,5
2803906,2010,17
2803906,2011,51
2803906,2012,35
2803906,2013,5
2803906,2014,12
2803906,2015,12
2803906,2016,0
2803906,2017,2
2803906,2018,1
2803906,2019,16
2803906,2020,103
2803906,2021,276
2803906,2022,59
2803906,2023,57
2803906,2024,14
2804003,2010,4
2804003,2011,33
2804003,2012,48
2804003,2013,3
2804003,2014,0
2804003,2015,0
2804003,2016,0
2804003,2017,0
2804003,2018,0
2804003,2019,16
2804003,2020,1
2804003,2021,2
2804003,2022,1
2804003,2023,1
2804003,2024,3
2804102,2010,2
2804102,2011,4
2804102,2012,10
2804102,2013,2
2804102,2014,1
2804102,2015,41
2804102,2016,4
2804102,2017,0
2804102,2018,0
2804102,2019,16
2804102,2020,41
2804102,2021,59
2804102,2022,125
2804102,2023,63
2804102,2024,38
2804201,2010,16
2804201,2011,32
2804201,2012,6
2804201,2013,0
2804201,2014,0
2804201,2015,20
2804201,2016,4
2804201,2017,0
2804201,2018,7
2804201,2019,165
2804201,2020,22
2804201,2021,94
2804201,2022,61
2804201,2023,172
2804201,2024,128
2804300,2010,13
2804300,2011,19
2804300,2012,6
2804300,2013,0
2804300,2014,0
2804300,2015,5
2804300,2016,2
2804300,2017,1
2804300,2018,2
2804300,2019,16
2804300,2020,41
2804300,2021,1
2804300,2022,1
2804300,2023,12
2804300,2024,0
2804409,2010,84
2804409,2011,211
2804409,2012,185
2804409,2013,23
2804409,2014,101
2804409,2015,165
2804409,2016,22
2804409,2017,13
2804409,2018,0
2804409,2019,285
2804409,2020,65
2804409,2021,193
2804409,2022,78
2804409,2023,10
2804409,2024,56
2804458,2010,0
2804458,2011,40
2804458,2012,2
2804458,2013,0
2804458,2014,2
2804458,2015,3
2804458,2016,1
2804458,2017,0
2804458,2018,0
2804458,2019,5
2804458,2020,0
2804458,2021,0
2804458,2022,0
2804458,2023,5
2804458,2024,1
2804508,2010,0
2804508,2011,53
2804508,2012,72
2804508,2013,30
2804508,2014,21
2804508,2015,25
2804508,2016,22
2804508,2017,33
2804508,2018,13
2804508,2019,623
2804508,2020,137
2804508,2021,187
2804508,2022,1711
2804508,2023,861
2804508,2024,697
2804607,2010,7
2804607,2011,32
2804607,2012,12
2804607,2013,3
2804607,2014,3
2804607,2015,169
2804607,2016,0
2804607,2017,0
2804607,2018,0
2804607,2019,57
2804607,2020,9
2804607,2021,60
2804607,2022,8
2804607,2023,5
2804607,2024,64
2804706,2010,4
2804706,2011,39
2804706,2012,5
2804706,2013,1
2804706,2014,0
2804706,2015,13
2804706,2016,117
2804706,2017,1
2804706,2018,0
2804706,2019,90
2804706,2020,1
2804706,2021,1
2804706,2022,0
2804706,2023,1
2804706,2024,28
2804805,2010,10
2804805,2011,270
2804805,2012,303
2804805,2013,32
2804805,2014,127
2804805,2015,49
2804805,2016,172
2804805,2017,203
2804805,2018,10
2804805,2019,710
2804805,2020,236
2804805,2021,179
2804805,2022,471
2804805,2023,172
2804805,2024,182
2804904,2010,10
2804904,2011,15
2804904,2012,6
2804904,2013,8
2804904,2014,16
2804904,2015,11
2804904,2016,29
2804904,2017,0
2804904,2018,1
2804904,2019,22
2804904,2020,4
2804904,2021,3
2804904,2022,5
2804904,2023,5
2804904,2024,22
2805000,2010,3
2805000,2011,32
2805000,2012,31
2805000,2013,0
2805000,2014,0
2805000,2015,1
2805000,2016,88
2805000,2017,0
2805000,2018,0
2805000,2019,122
2805000,2020,0
2805000,2021,2
2805000,2022,2
2805000,2023,7
2805000,2024,8
2805109,2010,0
2805109,2011,5
2805109,2012,0
2805109,2013,0
2805109,2014,0
2805109,2015,0
2805109,2016,0
2805109,2017,0
2805109,2018,0
2805109,2019,5
2805109,2020,0
2805109,2021,0
2805109,2022,0
2805109,2023,0
2805109,2024,0
2805208,2010,14
2805208,2011,39
2805208,2012,17
2805208,2013,6
2805208,2014,7
2805208,2015,72
2805208,2016,32
2805208,2017,1
2805208,2018,0
2805208,2019,4
2805208,2020,16
2805208,2021,9
2805208,2022,2
2805208,2023,20
2805208,2024,18
2805307,2010,7
2805307,2011,20
2805307,2012,1
2805307,2013,2
2805307,2014,2
2805307,2015,2
2805307,2016,10
2805307,2017,0
2805307,2018,0
2805307,2019,33
2805307,2020,3
2805307,2021,2
2805307,2022,2
2805307,2023,23
2805307,2024,34
2805406,2010,1
2805406,2011,1
2805406,2012,2
2805406,2013,1
2805406,2014,1
2805406,2015,11
2805406,2016,2
2805406,2017,0
2805406,2018,0
2805406,2019,101
2805406,2020,2
2805406,2021,39
2805406,2022,3
2805406,2023,0
2805406,2024,20
2805505,2010,12
2805505,2011,60
2805505,2012,43
2805505,2013,22
2805505,2014,1
2805505,2015,2
2805505,2016,21
2805505,2017,0
2805505,2018,0
2805505,2019,9
2805505,2020,0
2805505,2021,0
2805505,2022,8
2805505,2023,0
2805505,2024,10
2805604,2010,2
2805604,2011,2
2805604,2012,27
2805604,2013,0
2805604,2014,0
2805604,2015,0
2805604,2016,0
2805604,2017,8
2805604,2018,5
2805604,2019,29
2805604,2020,155
2805604,2021,279
2805604,2022,35
2805604,2023,40
2805604,2024,15
2805703,2010,24
2805703,2011,79
2805703,2012,27
2805703,2013,4
2805703,2014,11
2805703,2015,17
2805703,2016,502
2805703,2017,295
2805703,2018,29
2805703,2019,219
2805703,2020,8
2805703,2021,157
2805703,2022,405
2805703,2023,1669
2805703,2024,865
2805802,2010,8
2805802,2011,165
2805802,2012,14
2805802,2013,2
2805802,2014,1
2805802,2015,100
2805802,2016,15
2805802,2017,0
2805802,2018,1
2805802,2019,44
2805802,2020,22
2805802,2021,175
2805802,2022,18
2805802,2023,4
2805802,2024,6
2805901,2010,17
2805901,2011,95
2805901,2012,73
2805901,2013,25
2805901,2014,28
2805901,2015,41
2805901,2016,1
2805901,2017,0
2805901,2018,0
2805901,2019,0
2805901,2020,1
2805901,2021,2
2805901,2022,1
2805901,2023,2
2805901,2024,3
2806008,2010,1
2806008,2011,7
2806008,2012,1
2806008,2013,1
2806008,2014,6
2806008,2015,0
2806008,2016,5
2806008,2017,0
2806008,2018,0
2806008,2019,86
2806008,2020,14
2806008,2021,49
2806008,2022,0
2806008,2023,5
2806008,2024,22
2806107,2010,4
2806107,2011,53
2806107,2012,8
2806107,2013,0
2806107,2014,1
2806107,2015,777
2806107,2016,2
2806107,2017,0
2806107,2018,0
2806107,2019,2
2806107,2020,5
2806107,2021,5
2806107,2022,5
2806107,2023,3
2806107,2024,39
2806206,2010,0
2806206,2011,3
2806206,2012,1
2806206,2013,2
2806206,2014,2
2806206,2015,46
2806206,2016,39
2806206,2017,0
2806206,2018,0
2806206,2019,18
2806206,2020,7
2806206,2021,2
2806206,2022,36
2806206,2023,7
2806206,2024,75
2806305,2010,5
2806305,2011,20
2806305,2012,10
2806305,2013,1
2806305,2014,3
2806305,2015,4
2806305,2016,0
2806305,2017,0
2806305,2018,0
2806305,2019,1
2806305,2020,8
2806305,2021,0
2806305,2022,4
2806305,2023,4
2806305,2024,12
2806404,2010,2
2806404,2011,5
2806404,2012,0
2806404,2013,8
2806404,2014,5
2806404,2015,10
2806404,2016,0
2806404,2017,0
2806404,2018,0
2806404,2019,4
2806404,2020,0
2806404,2021,7
2806404,2022,1
2806404,2023,0
2806404,2024,26
2806503,2010,2
2806503,2011,3
2806503,2012,3
2806503,2013,2
2806503,2014,1
2806503,2015,28
2806503,2016,0
2806503,2017,1
2806503,2018,0
2806503,2019,0
2806503,2020,19
2806503,2021,0
2806503,2022,7
2806503,2023,0
2806503,2024,2
2806602,2010,0
